央视,#genre#
CCTV9,http://39.134.115.163:8080/PLTV/88888910/224/3221225646/index.m3u8
CCTV9,http://153.35.100.114:80/tlivectfree-cdn.ysp.cctv.cn/ysp/2000499403.m3u8
CCTV9,http://117.148.179.162/PLTV/88888888/224/3221231697/index.m3u8
CCTV9,rtsp://115.153.212.72/PLTV/88888888/224/3221226840/59814699.smil
CCTV9,http://tvmvip110.club/as.php?id=cctv9hd
CCTV9,http://121.51.249.103/tlivecloud-ipv6.ysp.cctv.cn/001/2000499403.m3u8
CCTV9,http://124.232.233.6:6060/000000001901/202200010019/index.m3u8?m3u8_level=2
CCTV9,http://183.196.25.171:808/hls/9/index.m3u8
CCTV9,http://118.24.227.124/tv.live.cbnbn.cn/__cl/cg:live/__c/cctv9HD/__op/default/__f/index.m3u8
CCTV9,http://39.136.173.106/hlsztemgsplive.miguvideo.com/migu/kailu/20200324/cctv9hd/51/index.m3u8?ProgramID=&encrypt=
CCTV9,http://39.135.138.59:18890/PLTV/88888910/224/3221225626/index.m3u8
CCTV9,http://39.135.138.58:18890/PLTV/88888888/224/3221225626/index.m3u8
CCTV9,http://live.cooltv.top/tv/aishang.php?id=cctv9hd

CCTV10,http://[2409:8087:7001:20:1000::95]:6610/000000001000/6000000001000031506/index.m3u8?channel-id=wasusyt&Contentid=6000000001000031506&livemode=1&stbId=3
CCTV10,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225636/index.m3u8
CCTV10,https://pi.0472.org/live?auth=202308110958&id=cctv10
CCTV10,http://php.17186.eu.org/ysp/cctv10.m3u8
CCTV10,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225496/index.m3u8?fmt=ts2hls
CCTV10,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225627/index.m3u8
CCTV10,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226189/index.m3u8
CCTV10,http://[2409:8087:2001:20:2800:0:df6e:eb02]/wh7f454c46tw3680739158_275557884/ott.mobaibox.com/PLTV/88888890/224/3221225550/index.m3u8?icpid=88888890&RTS=1687951597&from=40&popid=40&hms_devid=2039&prioritypopid=40&vqe=3
CCTV10,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001238/index.m3u8
CCTV10,https://live.goodiptv.club/api/bestv.php?id=cctv10hd8m/8000000
CCTV10,rtsp://115.153.245.70/PLTV/88888888/224/3221226630/51813372.smil
CCTV10,rtsp://115.153.233.154/PLTV/88888888/224/3221226634/51813368.smil
CCTV10,http://118.24.227.124/tv.live.cbnbn.cn/__cl/cg:live/__c/cctv10HD/__op/default/__f/index.m3u8
CCTV10,http://39.134.115.163:8080/PLTV/88888910/224/3221225627/index.m3u8
CCTV10,http://39.134.115.163:8080/PLTV/88888910/224/3221225636/index.m3u8
CCTV10,http://153.35.100.114:80/tlivectfree-cdn.ysp.cctv.cn/ysp/2000203503.m3u8
CCTV10,http://117.148.179.175/PLTV/88888888/224/3221231666/index.m3u8
CCTV10,rtsp://115.153.233.154/PLTV/88888888/224/3221226630/51813372.smil
CCTV10,rtsp://115.153.212.72/PLTV/88888888/224/3221226630/51813372.smil
CCTV10,http://tvmvip110.club/as.php?id=cctv10hd
CCTV10,http://124.232.233.6:6060/000000001901/202200010020/index.m3u8?m3u8_level=2
CCTV10,http://183.196.25.171:808/hls/10/index.m3u8

CCTV11,http://[2409:8087:2001:20:2800:0:df6e:eb23]/ott.mobaibox.com/PLTV/4/224/3221228289/index.m3u8
CCTV11,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225628/index.m3u8
CCTV11,https://pi.0472.org/live?auth=202308110958&id=cctv11
CCTV11,http://php.17186.eu.org/ysp/cctv11.m3u8
CCTV11,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226240/index.m3u8
CCTV11,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001309/index.m3u8
CCTV11,https://live.goodiptv.club/api/bestv.php?id=cctv11hd8m/8000000
CCTV11,rtsp://115.153.245.70/PLTV/88888888/224/3221226986/85722616.smil
CCTV11,rtsp://115.153.233.154/PLTV/88888888/224/3221226986/85722616.smil
CCTV11,http://118.24.227.124/tv.live.cbnbn.cn/__cl/cg:live/__c/cctv11HD/__op/default/__f/index.m3u8
CCTV11,http://39.134.115.163:8080/PLTV/88888910/224/3221225628/index.m3u8
CCTV11,http://153.35.100.114:80/tlivectfree-cdn.ysp.cctv.cn/ysp/2000204103.m3u8
CCTV11,rtsp://115.153.212.72/PLTV/88888888/224/3221225529/iptv7955.smil
CCTV11,http://tvmvip110.club/as.php?id=cctv11hd
CCTV11,http://124.232.233.6:6060/000000001901/202200010021/index.m3u8?m3u8_level=2
CCTV11,http://183.196.25.171:808/hls/11/index.m3u8

CCTV12,http://[2409:8087:7001:20:1000::95]:6610/000000001000/6000000001000022586/index.m3u8?channel-id=wasusyt&Contentid=6000000001000022586&livemode=1&stbId=3
CCTV12,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225637/index.m3u8
CCTV12,https://pi.0472.org/live?auth=202308110958&id=cctv12
CCTV12,http://php.17186.eu.org/ysp/cctv12.m3u8
CCTV12,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225495/index.m3u8?fmt=ts2hls
CCTV12,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226190/index.m3u8
CCTV12,http://[2409:8087:2001:20:2800:0:df6e:eb0c]/wh7f454c46tw3775855620_-160592205/ott.mobaibox.com/PLTV/88888890/224/3221225556/index.m3u8?icpid=88888890&RTS=1687951692&from=40&popid=40&hms_devid=2040&prioritypopid=40&vqe=3
